date,actual_var,pred_var,error,abs_error
2024-10-19,9.007708970117638e-05,0.0170549177513088,-0.01696484066160762,0.01696484066160762
2024-10-20,0.0003807098196512,0.0170549177513088,-0.016674207931657598,0.016674207931657598
2024-10-21,0.00032021837966420035,0.0170549177513088,-0.0167346993716446,0.0167346993716446
2024-10-22,0.0002853518941424999,0.0170549177513088,-0.0167695658571663,0.0167695658571663
2024-10-23,0.0003362436373330998,0.0170549177513088,-0.0167186741139757,0.0167186741139757
2024-10-24,0.00046241259025049994,0.0170549177513088,-0.0165925051610583,0.0165925051610583
2024-10-25,5.3955074137134306e-05,0.0170549177513088,-0.017000962677171664,0.017000962677171664
2024-10-26,9.351589785986805e-05,0.0170549177513088,-0.01696140185344893,0.01696140185344893
2024-10-27,0.0002037412372310003,0.0170549177513088,-0.0168511765140778,0.0168511765140778
2024-10-28,0.0006113286588518999,0.0170549177513088,-0.016443589092456898,0.016443589092456898
2024-10-29,0.0004490703118755001,0.0170549177513088,-0.0166058474394333,0.0166058474394333
2024-10-30,0.0004692765758507998,0.0170549177513088,-0.016585641175458,0.016585641175458
2024-10-31,0.0012728905424023997,0.0170549177513088,-0.0157820272089064,0.0157820272089064
2024-11-01,5.1425859485689843e-05,0.0170549177513088,-0.01700349189182311,0.01700349189182311
2024-11-02,0.0004690718226163004,0.0170549177513088,-0.0165858459286925,0.0165858459286925
2024-11-03,0.0006197879172519,0.0170549177513088,-0.0164351298340569,0.0164351298340569
2024-11-04,0.0009245661709718,0.0170549177513088,-0.016130351580337,0.016130351580337
2024-11-05,0.0022961907175242002,0.0170549177513088,-0.0147587270337846,0.0147587270337846
2024-11-06,0.0005406276897261997,0.0170549177513088,-0.0165142900615826,0.0165142900615826
2024-11-07,0.00040900921291439976,0.0170549177513088,-0.0166459085383944,0.0166459085383944
2024-11-08,5.556746247024789e-05,0.0170549177513088,-0.01699935028883855,0.01699935028883855
2024-11-09,0.0011861752654517997,0.0170549177513088,-0.015868742485857,0.015868742485857
2024-11-10,0.0011878474704025003,0.0170549177513088,-0.0158670702809063,0.0158670702809063
2024-11-11,0.0018856723654992996,0.0170549177513088,-0.0151692453858095,0.0151692453858095
2024-11-12,0.0026910285951770993,0.0170549177513088,-0.014363889156131699,0.014363889156131699
2024-11-13,0.001875147650130399,0.0170549177513088,-0.015179770101178401,0.015179770101178401
2024-11-14,0.0010538369270297,0.0170549177513088,-0.0160010808242791,0.0160010808242791
2024-11-15,0.0002069103609886001,0.0170549177513088,-0.016848007390320198,0.016848007390320198
2024-11-16,0.00034017432624389995,0.0170549177513088,-0.0167147434250649,0.0167147434250649
2024-11-17,0.0018108955092859002,0.0170549177513088,-0.0152440222420229,0.0152440222420229
2024-11-18,0.0007494338327650996,0.0170549177513088,-0.0163054839185437,0.0163054839185437
2024-11-19,0.00028675969866170004,0.0170549177513088,-0.0167681580526471,0.0167681580526471
2024-11-20,0.0008757431875341999,0.0170549177513088,-0.0161791745637746,0.0161791745637746
2024-11-21,0.0005213721612307997,0.0170549177513088,-0.016533545590078,0.016533545590078
2024-11-22,0.00013411588940890002,0.0170549177513088,-0.016920801861899898,0.016920801861899898
2024-11-23,0.0005066121984415001,0.0170549177513088,-0.0165483055528673,0.0165483055528673
2024-11-24,0.0011937152937544003,0.0170549177513088,-0.0158612024575544,0.0158612024575544
2024-11-25,0.0013381634156756003,0.0170549177513088,-0.015716754335633198,0.015716754335633198
2024-11-26,0.00045964919265520013,0.0170549177513088,-0.0165952685586536,0.0165952685586536
2024-11-27,0.0002926541807940001,0.0170549177513088,-0.016762263570514798,0.016762263570514798
2024-11-28,0.0004228997360535998,0.0170549177513088,-0.0166320180152552,0.0166320180152552
2024-11-29,0.00019495729382210017,0.0170549177513088,-0.016859960457486698,0.016859960457486698
2024-11-30,0.00021450773607120002,0.0170549177513088,-0.0168404100152376,0.0168404100152376
2024-12-01,0.0010715852264697996,0.0170549177513088,-0.015983332524838998,0.015983332524838998
2024-12-02,0.0007341792136382002,0.0170549177513088,-0.0163207385376706,0.0163207385376706
2024-12-03,0.0009238639048256,0.0170549177513088,-0.0161310538464832,0.0161310538464832
2024-12-04,0.0026647047448609003,0.0170549177513088,-0.014390213006447898,0.014390213006447898
