date,forecast_origin_date,actual_log_var,pred_regime,pred_prob_0,pred_prob_1,log_var_svr,error
2024-10-20,2024-10-19,-9.31484470203024,0.0,0.9484225237807873,0.051577476219212263,-8.836464740047472,-0.47837996198276755
2024-10-21,2024-10-20,-7.873473101235765,0.0,0.911956283285791,0.08804371671420917,-7.837522571950163,-0.035950529285602606
2024-10-22,2024-10-21,-8.046507358473745,0.0,0.5983382024588284,0.40166179754117226,-7.215824325035945,-0.8306830334377997
2024-10-23,2024-10-22,-8.161787423041437,0.0,0.6333715538668167,0.3666284461331833,-7.575004810119076,-0.5867826129223612
2024-10-24,2024-10-23,-7.997674549656699,1.0,0.4792916207506599,0.5207083792493401,-7.945363747708539,-0.052310801948159735
2024-10-25,2024-10-24,-7.679053012926394,1.0,0.4808187035226551,0.5191812964773448,-7.743675669717314,0.06462265679092027
2024-10-26,2024-10-25,-9.827358818094583,1.0,0.45783084767229204,0.5421691523277079,-7.593566449571945,-2.2337923685226375
2024-10-27,2024-10-26,-9.27737910553637,0.0,0.9472748499447171,0.052725150055282985,-8.5774659910425,-0.6999131144938708
2024-10-28,2024-10-27,-8.498659814223364,0.0,0.9246539411547007,0.07534605884529907,-7.871855186816564,-0.6268046274068002
2024-10-29,2024-10-28,-7.399875840216145,0.0,0.5586910267068529,0.44130897329314756,-8.14271734059059,0.7428415003744444
2024-10-30,2024-10-29,-7.708331085877311,1.0,0.31251159491031055,0.6874884050896897,-7.511110076538053,-0.19722100933925812
2024-10-31,2024-10-30,-7.664318249363356,1.0,0.377232672259758,0.622767327740242,-7.687125524489659,0.02280727512630243
2024-11-01,2024-10-31,-6.666464947076679,1.0,0.3406205581691259,0.6593794418308739,-7.277837689361508,0.6113727422848294
2024-11-02,2024-11-01,-9.875369409182522,1.0,0.28016463966799166,0.7198353603320083,-7.636085447044318,-2.239283962138204
2024-11-03,2024-11-02,-7.66475466133589,0.0,0.8560744893813278,0.14392551061867281,-8.979716983005694,1.314962321669804
2024-11-04,2024-11-03,-7.386133207392613,0.0,0.7616725183788172,0.23832748162118333,-6.65223769988068,-0.7338955075119333
2024-11-05,2024-11-04,-6.986185934823602,1.0,0.4825160537345222,0.5174839462654776,-7.341500581523092,0.3553146466994894
2024-11-06,2024-11-05,-6.076503738850753,1.0,0.3319009399765608,0.6680990600234392,-7.772831242072086,1.6963275032213332
2024-11-07,2024-11-06,-7.522779705074414,1.0,0.1443197683366634,0.8556802316633368,-7.414297131639993,-0.10848257343442125
2024-11-08,2024-11-07,-7.801772876712086,1.0,0.3266176210275808,0.6733823789724191,-7.5375482079158385,-0.2642246687962473
2024-11-09,2024-11-08,-9.797912735378048,1.0,0.3370484795274508,0.6629515204725487,-7.772405683495501,-2.0255070518825473
2024-11-10,2024-11-09,-6.737021210697639,0.0,0.8992160073382772,0.10078399266172353,-8.536230799515007,1.7992095888173676
2024-11-11,2024-11-10,-6.735612458201719,1.0,0.2459922387805457,0.7540077612194549,-7.435486268339494,0.6998738101377748
2024-11-12,2024-11-11,-6.273470829109263,1.0,0.14515048221586224,0.8548495177841381,-7.544581585280232,1.2711107561709696
2024-11-13,2024-11-12,-5.917831781066736,1.0,0.1721005688475278,0.8278994311524721,-6.636539197717603,0.7187074166508669
2024-11-14,2024-11-13,-6.279067875923911,1.0,0.16327591365604135,0.8367240863439587,-6.642285898061196,0.3632180221372856
2024-11-15,2024-11-14,-6.8553175590212,1.0,0.1794381670000453,0.8205618329999546,-7.009996833046611,0.15467927402541104
2024-11-16,2024-11-15,-8.483224897189656,1.0,0.17281281593720635,0.8271871840627943,-7.421429095420239,-1.0617958017694171
2024-11-17,2024-11-16,-7.986052347505467,0.0,0.8688535734759237,0.13114642652407688,-7.612213119696651,-0.3738392278088156
2024-11-18,2024-11-17,-6.313933799544504,0.0,0.802724309958744,0.19727569004125575,-7.209643861029503,0.8957100614849987
2024-11-19,2024-11-18,-7.196192526153115,1.0,0.2771180061283959,0.7228819938716043,-6.927111566724514,-0.2690809594286012
2024-11-20,2024-11-19,-8.156865979818138,1.0,0.30907065269038697,0.690929347309613,-7.379102376286108,-0.7777636035320299
2024-11-21,2024-11-20,-7.040437674924414,1.0,0.4661053714527242,0.533894628547276,-7.5443683056430295,0.5039306307186155
2024-11-22,2024-11-21,-7.559046450236287,1.0,0.16494713697464208,0.8350528630253581,-7.636797003734429,0.07775055349814242
2024-11-23,2024-11-22,-8.916806285442396,1.0,0.31110230343409806,0.6888976965659025,-7.748030947621487,-1.1687753378209091
2024-11-24,2024-11-23,-7.587764741646918,0.0,0.7266291224423351,0.2733708775576648,-7.489633177303381,-0.09813156434353676
