date,forecast_origin_date,actual_target,pred_target,actual_var,pred_var,qlike,error_sq
2025-09-13,2025-09-12,-9.854167854200607,-8.50034172619059,5.2527807905687934e-05,0.00020339885041883508,0.6120767620351601,2.2762071469003855e-08
2025-09-14,2025-09-13,-9.308215556434245,-8.31473267055697,9.067620746907891e-05,0.00024488234908882087,0.3637679259301474,2.3779534113247917e-08
2025-09-15,2025-09-14,-8.502479867916232,-8.783758239169067,0.00020296441945279992,0.00015320123502504933,0.043543761789586855,2.4763745243903183e-09
2025-09-16,2025-09-15,-9.185744874453523,-7.701105554504992,0.00010249004618889993,0.00045232683438700525,0.7112235412215924,1.22385778376766e-07
2025-09-17,2025-09-16,-8.724566266260794,-8.284697416513316,0.00016254327787619993,0.00025234902307042477,0.08398988293552567,8.065071869890036e-09
2025-09-18,2025-09-17,-9.295185100069467,-8.024399316329502,9.186549146281448e-05,0.00032737661684590025,0.5513970390176945,5.5465490179207546e-08
2025-09-19,2025-09-18,-9.236966759415473,-8.418811990413522,9.737249694527084e-05,0.00022067666315528259,0.2594001251193774,1.5203917404746205e-08
2025-09-20,2025-09-19,-10.62983426183131,-8.105060326168665,2.418363817755874e-05,0.00030200701083643914,1.6048506534279836,7.718582639555513e-08
2025-09-21,2025-09-20,-10.102108504257611,-8.893251358844111,4.099303005960358e-05,0.0001373124792624271,0.5073959266368526,9.277436294735301e-09
2025-09-22,2025-09-21,-8.161090998528529,-8.632993932482547,0.0002855506894112998,0.0001781305352239775,0.1311385027549603,1.1539089525628092e-08
2025-09-23,2025-09-22,-8.807455010583679,-7.589177818687885,0.0001496135366957,0.0005058968219353049,0.5140165613376242,1.269377793411257e-07
2025-09-24,2025-09-23,-8.678823614365827,-8.621220177858646,0.00017015111323579997,0.0001802401953769565,0.0016277063297065464,1.0178957845100352e-10
2025-09-25,2025-09-24,-7.329396804244921,-8.451718804726728,0.0006559691456182001,0.00021353307810362634,0.9496560941817109,1.9574967383776045e-07
2025-09-26,2025-09-25,-8.435736676913049,-7.89084618160033,0.00021697320812390006,0.0003741528397485058,0.12479588980128309,2.4705436597646763e-08
2025-09-27,2025-09-26,-10.918517866496556,-8.349795166726064,1.8119572207304207e-05,0.00023644494526100135,1.6453564570451422,4.766596851903603e-08
